10.1103/PhysRevLett.77.2844 10.1103/PhysRevB.55.3603
10.1103/PhysRevLett.77.2844 10.1103/PhysRevLett.69.2863
10.1103/PhysRevLett.77.2844 10.1103/PhysRevLett.75.3348
10.1103/PhysRevLett.77.2844 10.1103/PhysRevLett.77.2845
10.1103/PhysRevB.64.195310 10.1103/PhysRevB.60.13702
10.1103/PhysRevB.64.195310 10.1103/PhysRevB.46.13319
10.1103/PhysRevB.64.195310 10.1103/PhysRevB.33.2903
10.1103/PhysRevB.64.195310 10.1103/PhysRevLett.83.2382
10.1103/PhysRevB.64.195310 10.1103/PhysRevB.65.245309
10.1103/PhysRevB.64.195310 10.1103/PhysRevB.63.085322
10.1103/PhysRevB.64.195310 10.1103/PhysRevLett.52.1583
10.1103/PhysRevB.64.195310 10.1103/PhysRevB.59.12260
10.1103/PhysRevB.64.195310 10.1103/PhysRevLett.80.4745
10.1103/PhysRevB.64.195310 10.1103/PhysRevLett.66.1220
10.1103/PhysRevB.42.184 10.1103/PhysRevB.49.607
10.1103/PhysRevB.42.184 10.1103/PhysRevLett.60.2677
10.1103/PhysRevB.42.184 10.1103/PhysRevLett.53.722
10.1103/PhysRevB.42.184 10.1103/PhysRevB.40.8745
10.1103/PhysRevB.42.184 10.1103/PhysRevB.43.5474
10.1103/PhysRevB.42.184 10.1103/PhysRevB.60.15742
10.1103/PhysRevB.42.184 10.1103/PhysRevD.46.1846
10.1103/PhysRevLett.77.2845 10.1103/PhysRevB.55.3603
10.1103/PhysRevLett.77.2845 10.1103/PhysRevLett.75.3348
10.1103/PhysRevLett.55.1431 10.1103/PhysRevLett.54.603
10.1103/PhysRevLett.55.1431 10.1103/PhysRevLett.53.111
10.1103/PhysRevLett.55.1431 10.1103/PhysRevLett.54.1339
10.1103/PhysRevLett.55.1431 10.1103/PhysRevB.37.9286
10.1103/PhysRevLett.55.1431 10.1103/PhysRevLett.55.2887
10.1103/PhysRevLett.55.1431 10.1103/PhysRevB.31.1191
10.1103/PhysRevLett.55.1431 10.1103/PhysRevLett.53.1980
10.1103/PhysRevLett.55.1431 10.1103/PhysRevLett.58.174
10.1103/PhysRevLett.55.1431 10.1103/PhysRevLett.58.175
10.1103/PhysRevLett.55.1431 10.1103/PhysRevD.49.6907
10.1103/PhysRevB.52.285 10.1103/PhysRevB.43.8131
10.1103/PhysRevB.52.285 10.1103/PhysRevB.43.8123
10.1103/PhysRevB.52.285 10.1103/PhysRevLett.51.1227
10.1103/PhysRevE.51.5162 10.1103/PhysRevE.54.5826
10.1103/PhysRevE.51.5162 10.1103/PhysRevLett.67.3124
10.1103/PhysRevE.51.5162 10.1103/PhysRevA.38.1381
10.1103/PhysRevE.51.5162 10.1103/PhysRevB.47.7788
10.1103/PhysRevE.51.5162 10.1103/PhysRevLett.70.2908
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.46.9359
10.1103/PhysRevB.50.3103 10.1103/PhysRevLett.70.2325
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.48.8476
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.49.15712
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.46.6639
10.1103/PhysRevB.50.3103 10.1103/PhysRevLett.67.1338
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.48.10556
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.45.7525
10.1103/PhysRevB.50.3103 10.1103/PhysRevLett.66.1529
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.56.2312
10.1103/PhysRevB.50.3103 10.1103/PhysRevLett.69.703
10.1103/PhysRevB.50.3103 10.1103/PhysRevE.54.4586
10.1103/PhysRevB.50.3103 10.1103/PhysRevLett.69.164
10.1103/PhysRevB.50.3103 10.1103/PhysRevB.54.584
10.1103/PhysRevLett.106.135702 10.1103/PhysRevE.84.051103
10.1103/PhysRevLett.106.135702 10.1103/RevModPhys.82.789
10.1103/PhysRevLett.106.135702 10.1103/PhysRevLett.75.2847
10.1103/PhysRevD.49.958 10.1103/PhysRevLett.71.666
10.1103/PhysRevB.44.12583 10.1103/PhysRevLett.70.3147
10.1103/PhysRevB.44.12583 10.1103/PhysRevB.36.8484
