10.1103/PhysRevLett.77.2844,0
10.1103/PhysRevB.64.195310,0
10.1103/PhysRevB.42.184,0
10.1103/PhysRevLett.77.2845,0
10.1103/PhysRevLett.55.1431,0
10.1103/PhysRevB.52.285,0
10.1103/PhysRevE.51.5162,0
10.1103/PhysRevB.50.3103,0
10.1103/PhysRevLett.106.135702,1
10.1103/PhysRevD.49.958,0
10.1103/PhysRevB.44.12583,0
10.1103/PhysRevE.87.032137,0
10.1103/PhysRevA.45.1357,0
10.1103/PhysRevE.87.032139,1
10.1103/PhysRevLett.81.3303,0
10.1103/PhysRevA.38.473,1
10.1103/PhysRevB.43.3255,0
10.1103/PhysRevB.45.5517,0
10.1103/PhysRevE.68.011104,1
10.1103/PhysRevLett.85.1954,0
10.1103/PhysRevLett.69.1837,0
10.1103/PhysRevD.50.5296,0
10.1103/PhysRevE.66.056125,1
10.1103/PhysRevB.37.2015,0
10.1103/PhysRevLett.70.2908,0
10.1103/PhysRevA.34.1413,0
10.1103/PhysRevE.88.033301,0
10.1103/PhysRevLett.74.4967,0
10.1103/PhysRevE.59.R6227,1
10.1103/PhysRevLett.65.3369,0
10.1103/PhysRevLett.65.3361,0
10.1103/PhysRevA.82.011604,0
10.1103/PhysRevA.59.2962,0
10.1103/PhysRevA.61.052310,0
10.1103/PhysRevB.64.224408,0
10.1103/PhysRevE.49.3855,0
10.1103/PhysRevB.44.6011,0
10.1103/PhysRevB.34.5678,0
10.1103/PhysRevA.87.052318,0
10.1103/PhysRevB.51.223,0
10.1103/PhysRevE.65.046118,1
10.1103/PhysRevB.81.134305,0
10.1103/PhysRevE.68.056209,1
10.1103/PhysRevLett.66.814,0
10.1103/PhysRevB.47.12953,0
10.1103/PhysRevB.36.5512,0
10.1103/PhysRevA.42.2030,1
10.1103/PhysRevE.68.056115,1
10.1103/PhysRevLett.68.3821,0
10.1103/PhysRevB.40.4621,0
10.1103/PhysRevLett.75.2432,1
10.1103/PhysRevA.34.3496,0
10.1103/PhysRevLett.66.2677,1
10.1103/PhysRevLett.64.303,0
10.1103/PhysRevLett.78.126,0
10.1103/PhysRevLett.82.1764,0
10.1103/PhysRevE.47.4465,1
10.1103/PhysRevE.67.066710,0
10.1103/PhysRevA.32.489,0
10.1103/PhysRevLett.52.2103,0
10.1103/PhysRevA.45.922,1
10.1103/PhysRevB.51.11406,0
10.1103/PhysRevLett.49.509,0
10.1103/PhysRevA.61.013809,0
10.1103/PhysRevE.49.1997,0
10.1103/PhysRevA.35.1436,0
10.1103/PhysRevA.31.3761,0
10.1103/PhysRevE.85.041123,0
10.1103/PhysRevE.65.067103,0
10.1103/PhysRevE.55.1558,1
10.1103/PhysRevE.52.165,0
10.1103/PhysRevE.60.6150,1
10.1103/PhysRevE.88.012130,1
10.1103/PhysRevE.53.3359,0
10.1103/PhysRevA.45.6180,0
10.1103/PhysRevE.62.6447,1
10.1103/PhysRevE.61.2327,1
10.1103/PhysRevC.63.014307,0
10.1103/PhysRevLett.108.070604,0
10.1103/PhysRevB.42.7931,0
10.1103/PhysRevLett.68.2386,0
10.1103/PhysRevE.86.031144,1
10.1103/PhysRevB.63.121103,0
10.1103/PhysRevA.55.3371,0
10.1103/PhysRevE.60.2097,1
10.1103/PhysRevLett.76.4664,1
10.1103/PhysRevA.47.3437,0
10.1103/PhysRevLett.77.2941,1
10.1103/PhysRevE.87.022143,0
10.1103/PhysRevLett.73.2740,0
10.1103/PhysRevE.47.2321,1
10.1103/PhysRevLett.71.1919,0
10.1103/PhysRevB.45.5504,0
10.1103/PhysRevLett.103.260602,1
10.1103/PhysRevLett.56.1433,0
10.1103/PhysRevA.65.042323,0
10.1103/PhysRevA.66.032101,0
10.1103/PhysRevE.85.051139,1
10.1103/PhysRevLett.69.2021,0
10.1103/PhysRevLett.69.2020,0
10.1103/PhysRevLett.60.2677,0
10.1103/PhysRevE.61.5171,1
10.1103/PhysRevLett.88.170401,0
10.1103/PhysRevB.65.195316,0
10.1103/PhysRevE.57.3326,1
10.1103/PhysRevLett.56.286,0
10.1103/PhysRevB.35.3341,0
10.1103/PhysRevE.55.3727,1
10.1103/PhysRevLett.62.3054,1
10.1103/PhysRevD.66.125003,0
10.1103/PhysRevE.81.036704,0
10.1103/PhysRevLett.65.2042,0
10.1103/PhysRevLett.76.1240,0
