1,1
55,0
205,1
272,0
494,1
779,0
894,0
3,1
28,1
147,1
407,1
674,0
884,0
27,1
63,0
173,0
202,0
327,1
353,1
429,1
441,0
492,1
545,0
32,1
440,0
624,1
797,0
920,0
151,1
277,0
502,0
866,1
45,0
48,1
79,0
335,1
496,1
601,0
765,0
46,0
117,1
196,1
257,0
268,0
170,0
252,0
883,0
61,0
125,0
70,0
101,0
132,0
240,0
425,0
447,0
72,0
857,0
80,0
120,0
285,0
468,0
85,0
190,1
213,0
214,0
603,1
605,1
92,1
845,0
119,0
122,0
343,0
364,0
265,0
465,0
587,0
488,1
255,0
124,0
471,0
970,0
248,1
325,1
491,0
622,1
960,1
134,0
388,0
184,1
38,1
201,1
452,1
634,1
642,1
691,1
694,0
753,0
869,1
156,0
159,1
165,0
498,0
1332,0
200,1
480,1
245,0
211,0
242,0
219,1
222,0
867,0
232,0
798,1
959,1
564,1
275,0
312,0
612,0
769,1
366,1
974,1
486,0
531,0
771,1
520,0
576,0
577,0
1401,1
1485,1
1228,1
1519,1
1594,0
1828,1
