90500070,1
90500071,1
90500075,0
90500076,0
90500077,0
90500078,0
90500170,0
90500171,1
90500172,1
90500174,1
90500175,1
90500176,0
90500177,1
90500178,1
90500179,1
90500270,1
90500272,0
90500273,1
90500274,1
90500275,0
90500276,1
90500277,1
90500278,1
90500279,0
90500371,0
90500372,1
90500373,1
90500374,1
90500376,0
90500377,1
90500378,1
90500379,1
90500870,1
90500871,1
90500872,1
90500874,1
90500875,1
90500876,1
90500877,1
90500878,0
90500970,1
90500971,0
90500972,1
90500973,0
90500975,1
90500976,1
90500977,1
90500978,1
90500979,1
90570071,1
90570072,1
90570073,0
90570074,0
90570075,1
90570076,1
90570077,0
90570079,0
90570170,0
90570171,1
90570172,1
90570173,0
90570174,1
90570176,1
90570177,1
90570178,0
90570179,1
90570270,1
90570273,1
90570274,0
90570275,1
90570276,1
90570277,1
90570278,1
90570279,1
90570370,0
90570371,1
90570372,1
90570373,1
90570375,1
90570376,1
90570377,1
90570378,1
90570379,0
90570471,1
90570472,1
90570473,1
90570475,1
90570476,0
90570479,1
90570571,0
90570576,1
90570579,0
90570672,0
90570673,1
90570674,1
90570675,1
90570676,1
90570678,1
90570679,1
90570770,0
90570771,1
90570772,1
90570773,1
90570774,1
90570775,1
90570777,1
90570778,0
90570779,0
90570870,0
90570872,0
90570873,0
90570874,1
90570875,1
90570876,1
90570878,1
90570879,1
90570971,1
90570972,1
90570974,1
90570975,1
90570976,1
90570977,1
90570979,1
90590570,0
91500070,0
91500073,0
91500074,0
91500075,1
91500077,1
91500078,0
91500079,1
91500171,0
91500172,1
91500173,0
91500176,1
91500177,0
91500179,1
91500270,0
91500271,0
91500272,1
91500273,1
91500274,1
91500276,1
91500277,1
91500278,0
91500279,1
91500372,1
91500373,1
91500374,1
91500375,1
91500377,1
91500378,1
91500379,0
91500470,0
91500472,1
91500473,1
91500474,1
91500475,0
91500476,1
91500477,1
91500478,1
91500870,1
91500871,1
91500872,1
91500873,0
91500875,0
91500876,0
91500877,1
91500878,1
91500879,1
91500970,1
91500971,1
91500973,1
91500974,0
91500975,1
91500976,1
91500977,1
91500978,1
91500979,0
91570070,1
91570071,0
91570072,1
91570074,1
91570075,1
91570076,0
91570077,0
91570078,1
91570079,1
91570170,1
91570171,1
91570172,1
91570173,1
91570176,1
91570177,1
91570179,1
91570270,1
91570271,1
91570275,1
91570371,1
91570372,0
91570374,1
91570375,0
91570376,1
91570378,1
91570379,0
91570471,1
91570472,1
91570473,1
91570474,0
91570475,0
91570476,1
91570478,0
91570479,0
91570570,1
91570571,1
91570572,0
91570575,0
91570576,0
91570577,1
91570578,1
91570579,1
91570670,0
91570674,1
91570676,1
91570677,0
91570772,0
91570773,0
91570776,1
91570777,1
91570779,0
91570870,1
91570871,0
91570872,0
91570875,0
91570876,0
91570877,0
91570878,0
91570879,0
91570970,0
91570971,1
91570972,1
91570975,1
91570976,0
91570977,1
91570978,0
91570979,1
92500070,1
92500071,1
92500074,1
92500075,1
92500076,1
92500079,0
92500170,1
92500172,0
92500173,1
92500175,0
92500176,0
92500177,0
92500178,1
92500179,0
92500270,1
92500271,1
92500272,1
92500273,1
92500274,1
92500275,1
92500276,1
92500277,1
92500278,1
92500370,1
92500371,1
92500373,1
92500375,0
92500376,1
92500377,0
92500378,1
92500379,1
92500871,0
92500872,0
92500873,1
92500874,0
92500875,0
92500876,0
92500877,0
92500878,0
92500970,1
92500972,1
92500973,1
92500974,0
92500975,1
92500977,1
92500978,0
92500979,1
92570070,1
92570072,1
92570073,1
92570075,0
92570076,0
92570078,1
92570170,0
92570171,0
92570174,1
92570175,1
92570176,0
92570177,1
92570178,1
92570179,1
92570270,0
92570273,1
92570274,1
92570275,0
92570276,1
92570277,0
92570278,1
92570279,1
92570370,1
92570373,0
92570374,1
92570375,1
92570376,1
92570378,1
92570379,1
92570470,0
92570471,0
92570473,1
92570475,1
92570476,0
92570477,1
92570478,0
92570570,1
92570571,1
92570572,0
92570573,0
92570574,1
92570575,1
92570576,1
92570577,0
92570578,1
92570579,1
92570670,1
92570671,1
92570674,1
92570675,0
92570676,1
92570677,1
92570678,1
92570679,1
92570770,0
92570771,1
92570772,1
92570773,1
92570775,0
92570776,1
92570777,0
92570778,1
92570870,1
92570871,1
92570872,0
92570873,1
92570874,1
92570875,1
92570877,1
92570879,1
92570970,1
92570973,1
92570974,0
92570976,1
92570977,0
92570978,0
92570979,1
92590872,0
93500070,0
93500071,1
93500073,1
93500074,0
93500078,1
93500079,1
93500170,0
93500171,1
93500172,1
93500173,1
93500174,1
93500175,1
93500176,0
93500177,1
93500178,1
93500270,1
93500271,0
93500272,1
93500273,1
93500274,1
93500275,0
93500276,1
93500278,1
93500279,1
93500371,0
93500372,1
93500373,1
93500375,0
93500376,1
93500377,0
93500378,0
93500379,1
93500870,0
93500871,1
93500872,1
93500873,0
93500875,0
93500878,1
93500879,1
93500970,0
93500972,0
